"Stories","Informed","DNA","GM","NaturalSelection","PCR","UndDNA","UndGM","UndNaturalSelection","UndPCR","BeforePand_1","BeforePand_2","BeforePand_3","ViewChange1","ViewChange2","ViewChange3","Statements_1","Statements_2","Statements_3","Statements_4","Statements_5","Statements_6","Statements_7","Statements_8","Statements_9","Statements_10","Statements_11","Statements_12","AttGenetics","Optimism","SciRelationship","ThreeMonths1","ThreeMonths2","ThreeMonths3","ThreeMonths4","ThreeMonths5","ThreeMonths6","WhoTrust01","WhoTrust02","WhoTrust03","WhoTrust04","WhoTrust05","WhoTrust06","WhoTrust07","WhoTrust08","WhoTrust09","WhoTrust10","WhichTrust01","WhichTrust02","WhichTrust03","WhichTrust04","WhichTrust05","WhichTrust06","WhichTrust07","WhichTrust08","WhichTrust09","WhichTrust10","WhichTrust11","WhichTrust12","WhichTrust13","WhichTrust14","WhichTrust15","WhichTrust16","WhichTrust17","HeardGenes","ThoughtGenes","TheseDays","TrustSci","TrustGenet","TrustGeol","PandTrustSci","PandTrustGenet","PandTrustGeol","Pfiz","Glaxo","HadCov","CovVac","PV11_Mode","PV11_Weight","SF_Region_N","RS_Age_Exact","RS_Sex","RS_EthnicGroup","RS_Religiosity","RS_EnglishLanguage","RS_EducationLevel","RS_NSSEC_OperationalCat","RS_Twitter","RS_LinkedIn","RS_Smartphone","RS_PoliticalEngagement","RS_ClimateChange","SF_OAC","sci_self_under","gen_self_under","scigen_self_under","self_change_under","attitude_prior","attitude_change","sci_know","ThreeMonthExposure","Who2Trust","GeneConciousness","TrustScientists","ChangeTrustScientists","HadCov_recoded","CovVac_recoded","Age","education_level","religion"
3,3,3,3,3,3,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0.5,0.5,0.5,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.979014456519462,"E12000001 (NE England)",36,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","Yes","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Older workers and retirement",0.75,0.75,0.75,0.25,0.166666666666667,0,0.7,0.2,0.2,0.2,0.5,0,0,1,36,1,1
4,4,4,4,4,4,0,0,0,0,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-2,2,2,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.554325794664913,"E12000002 (NW England)",31,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","No","Yes","Yes","Very closely","It is mainly caused by human activity","Indian tech achievers",1,1,1,0,0.666666666666667,0,1,1,0,0.2,1,0,0,1,31,2,0
4,3,4,4,4,3,0,0,0,1,1,1,-1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,-1,0.5,1,0.5,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,3,3,-2,2,2,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.649797287774098,"E12000002 (NW England)",40,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L6: Higher supervisory occupations","Yes","Yes","Yes","Very closely","It is entirely caused by human activity","White professionals",0.875,0.9375,0.9375,0.25,0.166666666666667,0,0.7,0.6,0.2,0.6,1,0,0,1,40,2,0
4,3,4,4,4,4,0,0,0,0,0,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,3,3,0,2,2,2,0,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.615783302801192,"E12000002 (NW England)",39,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","Yes","No","Yes","Fairly closely","It is mainly caused by human activity","Multi-ethnic professionals with families",0.875,1,1,0,0.666666666666667,0,1,0.6,0.533333333333333,0.6,1,0,0,1,39,2,0
4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,0,1,1,-1,-1,NA,1,0.5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,-2,2,2,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Telephone interview",1.5465044289113,"E12000003 (Yorkshire & Humberside)",59,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications",NA,"No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","White suburban communities",0.75,0.1875,0.1875,0,0,0,0.2,0,0.266666666666667,0,0.666666666666667,0,0,1,59,1,1
3,2,4,4,3,4,1,0,0,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,-1,1,1,1,1,0.5,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,-2,2,1,2,1,1,1,0,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.405141893121064,"E12000003 (Yorkshire & Humberside)",70,"Male","White British","Religious (practising)","English is only language","Degree level qualification(s)",NA,"No","Yes","Yes","Very closely","It is entirely caused by human activity","Detached retirement living",0.625,0.9375,0.9375,0.5,0.5,0.666666666666667,0.5,0.4,0.266666666666667,0.8,0.833333333333333,0.5,1,1,70,2,2
3,3,3,2,0,2,0,0,0,1,-1,0,0,0,1,0,0,0,1,1,-1,1,0,-1,-1,0,1,0,0,0.5,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,NA,NA,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.15859638564262,"E12000004 (East Midlands)",60,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L14: Never worked and long-term unemployed","No","No","Yes","Fairly closely","I dont think there is such a thing as climate change","Semi-detached ageing",0.75,0.4375,0.4375,0.25,-0.166666666666667,0.333333333333333,0.2,0.2,0.2,0.1,0.333333333333333,NA,0,1,60,1,1
3,2,2,2,0,0,0,0,0,0,-1,0,0,0,0,-1,1,1,1,1,0,1,0,0,1,1,1,0,NA,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.850700428488784,"E12000004 (East Midlands)",74,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications",NA,"No","No","No","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Rural life",0.625,0.25,0.25,0,-0.166666666666667,-0.333333333333333,0.8,0.2,0.2,0.1,0.333333333333333,0.166666666666667,0,1,74,1,1
4,3,3,3,3,0,0,0,0,0,2,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,0.5,0.5,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,3,1,-1,2,2,2,0,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.91400933406295,"E12000004 (East Midlands)",35,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L5: Lower managerial and administrative occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","White suburban communities",0.875,0.5625,0.5625,0,0.333333333333333,0,0.7,0.6,0.533333333333333,0.4,1,0,0,1,35,2,1
2,3,2,2,3,2,0,0,0,0,0,1,-1,0,0,0,1,1,1,-1,1,1,0,1,0,1,0,0,0,0.5,0.5,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,1,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.927270456103886,"E12000006 (East of England)",43,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L3.2: Higher professional occupations -  ‘New’ employees","Yes","Yes","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Ageing rural flat tenants",0.625,0.5625,0.5625,0,0,0,0.5,0.6,0.2,0.4,0.5,0,0,1,43,1,0
3,3,2,2,2,0,0,0,0,0,-1,-2,0,0,-1,0,1,1,-1,1,1,1,0,1,0,0,0,0,NA,0.5,0.5,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,0,1,0,0,0,NA,-2,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.344426764872713,"E12000006 (East of England)",42,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L7.3: Intermediate technical and auxiliary occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","Multi-ethnic suburbia",0.75,0.375,0.375,0,-0.5,-0.333333333333333,0.4,0.4,0.2,0.2,0.166666666666667,0,1,1,42,2,0
3,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,1,1,-1,1,0,0.5,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.716523567837413,"E12000006 (East of England)",50,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L12.2: Semi-routine service occupations","No","Yes","Yes","Not very closely","It is entirely caused by human activity","Rural life",0.75,0.4375,0.4375,0.5,0,0,0.4,0.4,0.2,0.4,0,0.166666666666667,0,1,50,1,1
4,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0.5,1,0.5,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,3,1,-1,2,1,1,2,0,0,NA,-1,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.849096639316593,"E12000006 (East of England)",26,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.3: Lower professional and higher technical occupations - ‘Traditional’ self-employed","No","No","Yes","Fairly closely","It is mainly caused by human activity","Multi-ethnic professionals with families",0.875,0.6875,0.6875,0.25,0.5,1,0.8,0.2,0.333333333333333,0.4,0.666666666666667,0.333333333333333,0,1,26,2,0
4,4,3,4,4,4,1,1,0,1,2,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,4,5,-2,1,1,1,0,0,0,1,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.04066539835011,"E12000006 (East of England)",31,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Very closely","It is mainly caused by human activity","Multi-ethnic professionals with families",1,0.9375,0.9375,0.75,0.333333333333333,-0.666666666666667,1,0.8,0.466666666666667,0.9,0.5,0,0,1,31,1,0
3,3,3,3,3,2,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,1,1,1,1,-1,0,1,1,0.5,1,0.5,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,3,1,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.466786992410698,"E12000007 (London)",64,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic suburbia",0.75,0.6875,0.6875,0,0.166666666666667,0,0.5,0.4,0.333333333333333,0.4,0.5,0,0,1,64,2,2
4,3,2,3,3,2,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,0.5,0.5,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,2,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.395812175833227,"E12000008 (SE England)",49,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L5: Lower managerial and administrative occupations","No","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Indian tech achievers",0.875,0.625,0.625,0.25,0.333333333333333,0.333333333333333,0.8,0.8,0,0.2,0.666666666666667,0,1,1,49,2,0
4,3,4,4,4,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,0,0.5,0.5,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,-1,0,-1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.301549059682876,"E12000008 (SE England)",68,"Male","White British","Religious (practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","White professionals",0.875,0.75,0.75,0,-0.166666666666667,0,0.6,0.6,0,0.6,0,0,0,1,68,1,2
3,2,3,3,3,0,0,0,0,0,-1,0,-2,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,3,1,-1,0,0,0,1,0,0,-1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.651155963648107,"E12000008 (SE England)",53,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Communal retirement",0.625,0.5625,0.5625,0,-0.5,0,0.8,0.6,0.333333333333333,0.4,0,0.166666666666667,0,1,53,2,0
4,3,3,3,3,2,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,0.5,1,0.5,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,3,-1,1,1,2,0,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.662417164358918,"E12000008 (SE England)",43,"Male","Any other White background","Not religious","English is a second language (at most)","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is entirely caused by human activity","White professionals",0.875,0.6875,0.6875,0.75,0.333333333333333,0,0.8,0.8,0.266666666666667,0.7,0.666666666666667,0,0,1,43,2,0
4,3,3,3,4,4,0,0,0,1,1,0,-1,0,0,0,1,1,1,-1,1,1,1,1,-1,1,1,-1,NA,0.5,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,4,-1,1,1,1,NA,NA,NA,NA,-2,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.644429096180863,"E12000008 (SE England)",39,"Female","Any other White background","Not religious","English is a second language (at most)","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","White professionals",0.875,0.875,0.875,0.25,0,0,0.4,0.6,0.2,0.7,0.5,NA,0,1,39,2,0
4,4,4,4,4,4,0,0,0,0,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,5,5,0,2,2,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.453142449417789,"E12000008 (SE England)",50,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","No","Yes","Fairly closely","It is entirely caused by human activity","Indian tech achievers",1,1,1,0,0.833333333333333,0,1,1,0.466666666666667,1,1,0,0,1,50,2,0
4,4,4,4,4,4,0,0,0,0,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,-1,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.00237278614467,"E12000008 (SE England)",62,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L4.4: Lower professional and higher technical occupations - ‘New’ self-employed","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Multi-ethnic professionals with families",1,1,1,0,1,0,1,1,0,0.7,0.5,0,0,1,62,2,0
4,3,3,2,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0.5,1,0.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,3,0,2,2,2,2,2,2,1,NA,"Yes, suspected by a healthcare professional but not tested","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.793596476699106,"E12000008 (SE England)",55,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","Comfortable suburbia",0.875,0.375,0.375,0,0.5,0.333333333333333,0.7,0,0.2,0.6,1,1,1,1,55,1,1
2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.962277216218423,"E12000009 (SW England)",67,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications",NA,"No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Rural life",0.375,0.3125,0.3125,0,0,0,0.8,0,0.133333333333333,0,0.333333333333333,0,0,1,67,1,1
3,2,3,3,3,0,0,0,0,0,0,-1,-1,0,-1,-1,1,-1,1,-1,0,0,1,0,-1,1,-1,0,NA,0.5,0.5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.844076972708252,"E12000009 (SW England)",67,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L9.1: Own account workers (non-professional)","No","No","No","Not very closely","It is partly caused by natural processes and partly caused by human activity","Rural life",0.625,0.5625,0.5625,0,-0.333333333333333,-0.666666666666667,-0.1,0.2,0.133333333333333,0,0.166666666666667,0,0,1,67,2,0
3,2,2,2,1,0,0,0,0,0,0,0,-1,0,1,-1,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0.5,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.735311686212795,"E12000009 (SW England)",48,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L5: Lower managerial and administrative occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","Professional service cosmopolitans",0.625,0.3125,0.3125,0,-0.166666666666667,0,0.2,0.2,0.4,0.2,0.5,0,0,1,48,1,1
4,4,3,2,2,0,0,0,0,0,-1,-1,1,-1,-1,0,1,1,1,-1,1,0,-1,1,1,-1,1,1,0.5,0.5,0.5,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,-1,1,1,0,0,2,NA,"No","Yes, and I have already been vaccinated","Telephone interview",1.36509075966762,"E12000009 (SW England)",71,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","No","No","Not very closely","It is entirely caused by human activity","Comfortable suburbia",1,0.4375,0.4375,0,-0.166666666666667,-0.666666666666667,0.5,0.6,0.133333333333333,0.1,0.166666666666667,0.166666666666667,0,1,71,1,0
3,3,3,3,0,0,1,0,0,0,1,0,1,0,-1,0,1,1,0,1,1,1,0,1,1,1,1,0,0.5,0.5,0.5,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,3,3,0,1,1,2,1,1,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.479980973585541,"E12000002 (NW England)",65,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L3.2: Higher professional occupations -  ‘New’ employees","Yes","No","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","White suburban communities",0.75,0.375,0.375,0.25,0.333333333333333,-0.333333333333333,0.8,0.4,0.333333333333333,0.6,0.666666666666667,0.333333333333333,0,1,65,1,1
4,4,4,4,3,1,0,0,0,0,-1,1,-2,0,0,-1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.14316915924098,"E12000003 (Yorkshire & Humberside)",62,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L3.1: Higher professional occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Comfortable suburbia",1,0.75,0.75,0,-0.333333333333333,-0.333333333333333,0.2,0.2,0.533333333333333,0.1,0.5,0,1,1,62,1,1
4,2,4,4,4,3,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,1,1,0,1,-1,0,1,1,1,1,0.5,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.760240516405727,"E12000004 (East Midlands)",62,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications",NA,"No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Semi-detached ageing",0.75,0.9375,0.9375,0,-0.166666666666667,0,0.7,0.4,0.4,0.4,0,0,0,1,62,1,1
3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,-1,1,0,1,1,0,NA,0.5,0.5,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,-1,2,0,2,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.36524688482792,"E12000004 (East Midlands)",30,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Not at all","It is mainly caused by human activity","Established farming communities",0.625,0.4375,0.4375,0,0,0,0.7,0.2,0.133333333333333,0.1,0.666666666666667,0,1,1,30,1,0
1,3,3,4,3,0,1,0,0,0,1,1,-2,0,0,0,1,1,-1,0,1,1,1,0,1,1,-1,1,NA,-1,0.5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,-1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Telephone interview",1.34179332038999,"E12000004 (East Midlands)",76,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L8.1: Employers in small establishments in industry, commerce, services etc.","No","Yes","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Ageing rural flat tenants",0.5,0.625,0.625,0.25,0,0,0.4,0,0.0666666666666667,0.1,0.5,-0.166666666666667,0,1,76,1,2
4,3,3,3,2,0,0,0,0,0,2,2,1,0,1,0,1,-1,1,0,-1,-1,-1,0,1,0,0,1,1,1,0.5,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Telephone interview",3.17060570535297,"E12000004 (East Midlands)",85,"Male","White British","Religious (practising)","English is only language","Non-degree level qualifications","L8.1: Employers in small establishments in industry, commerce, services etc.","No","No","No","Very closely","It is mainly caused by human activity","Ageing rural flat tenants",0.875,0.5,0.5,0,0.833333333333333,0.333333333333333,0.2,0,0.2,0.2,1,0,0,1,85,1,2
4,3,4,4,4,4,0,0,0,1,0,1,-1,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.5,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,0,1,1,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.883234889622815,"E12000004 (East Midlands)",58,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","No","No","Yes","Very closely","It is entirely caused by human activity","Rural white-collar workers",0.875,1,1,0.25,0,0,0.9,0.6,0.2,0.4,0.666666666666667,0,0,1,58,1,1
4,3,3,4,4,0,0,0,0,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,0,1,1,1,1,1,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1,-1,1,0,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",2.11965169568245,"E12000004 (East Midlands)",71,"Male","White British","Religious (practising)","English is only language","Non-degree level qualifications",NA,"No","No","Yes","Not at all","It is entirely caused by human activity","Detached retirement living",0.875,0.6875,0.6875,0,-0.5,-0.666666666666667,0.4,0,0.0666666666666667,0.6,0.5,0,0,1,71,1,2
4,3,3,3,3,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,0,2,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.409025455558392,"E12000006 (East of England)",70,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Ageing in suburbia",0.875,0.625,0.625,0,0.5,0,0.9,0.2,0.133333333333333,0.6,0.666666666666667,0,0,1,70,2,1
